# Documentation for CSBF data from test flight: 
# - 598N_back.txt: ascii; some header information then 8 columns with self
# explanatory column headings
# - 598N.txt: ascii; formatted for simpler reading into IDL; 12 columns; 
# First three columns correspond to the time column of the previous
# file, Longitude and latitude columns from previous file also separated
# to 4 columns; glitch removed from data.  
#
#  Column 0 = UT time (decimal hours); 
#  Column 1 = Local time (decimal hours); 
#  Column 2 = barometric altitude (ft)
#  Column 3 = MBS (don't know )
#  Column 4 = Air temp (C)
#  Column 5 = radiation temperate (C)
#  Column 6 = Latitude (Decimal degrees)
#  Column 7 = Longitude (Decimal degrees)
#  Column 8 = GPS altitude (m)
#
#4 12 812
# CIP DATA FLIGHT REPORT:
#  FLIGHT:  598N Science Group: HANANY/EBEX
#  DATE:  11-JUN-2009
#  TIME   BAR ALT    MBS     AIRT   DRAD      LAT      LON     GPS ALT
 19 00 04 112563.    6.19   -31.0   29.5    34 26.3 -106 15.4  35021.
 19 01 04 112563.    6.19   -31.1   29.5    34 26.0 -106 16.3  35024.
 19 02 04 112637.    6.17   -31.3   30.0    34 25.7 -106 17.3  35048.
 19 03 04 112674.    6.16   -31.5   30.4    34 25.5 -106 18.2  35057.
 19 04 05 112563.    6.19   -31.4   31.4    34 25.2 -106 19.1  35032.
 19 05 05 112489.    6.21   -31.1   31.4    34 25.0 -106 20.0  35006.
 19 06 05 112563.    6.19   -31.2   31.4    34 24.8 -106 21.0  35018.
 19 07 05 112563.    6.19   -31.3   31.9    34 24.6 -106 21.9  35030.
 19 08 05 112452.    6.22   -31.3   31.9    34 24.4 -106 22.8  34997.
 19 09 05 112342.    6.25   -31.0   32.3    34 24.2 -106 23.6  34954.
 19 10 05 112342.    6.25   -30.9   32.8    34 24.0 -106 24.5  34950.
 19 11 05 112452.    6.22   -25.7   32.8    34 23.8 -106 25.4  34981.
 19 12 05 112489.    6.21   -27.3   33.3    34 23.5 -106 26.3  34995.
 19 13 05 112415.    6.23   -26.4   33.3    34 23.4 -106 27.2  34977.
 19 14 05 112379.    6.24   -27.4   33.3    34 23.2 -106 28.1  34963.
 19 15 05 112379.    6.24   -29.4   32.8    34 23.0 -106 28.9  34962.
 19 16 05 112452.    6.22   -29.6   32.3    34 22.9 -106 29.8  34989.
 19 17 05 112563.    6.19   -27.4   32.3    34 22.7 -106 30.7  35019.
 19 18 05 112489.    6.21   -26.2   32.3    34 22.6 -106 31.6  35004.
 19 19 05 112342.    6.25   -24.5   31.9    34 22.4 -106 32.5  34952.
 19 20 05 112232.    6.28   -23.6   31.4    34 22.4 -106 33.4  34911.
 19 21 05 112269.    6.27   -30.5   31.4    34 22.4 -106 34.3  34925.
 19 22 05 112452.    6.22   -27.5   31.9    34 22.3 -106 35.2  34978.
 19 23 05 112452.    6.22   -27.7   32.3    34 22.2 -106 36.2  34989.
 19 24 05 112269.    6.27   -26.3   32.3    34 22.1 -106 37.1  34932.
 19 25 05 112051.    6.33   -26.2   32.3    34 21.9 -106 38.0  34867.
 19 26 06 111979.    6.35   -31.9   32.3    34 21.9 -106 39.0  34841.
 19 27 06 112123.    6.31   -31.5   31.9    34 21.8 -106 39.9  34874.
 19 28 06 112305.    6.26   -28.6   31.9    34 21.8 -106 40.7  34929.
 19 29 06 112342.    6.25   -29.1   31.9    34 21.7 -106 41.7  34945.
 19 30 06 112160.    6.30   -26.8   31.9    34 21.5 -106 42.6  34897.
 19 31 06 111979.    6.35   -30.6   31.4    34 21.4 -106 43.4  34840.
 19 32 06 111907.    6.37   -30.7   31.4    34 21.3 -106 44.3  34818.
 19 33 06 111979.    6.35   -32.3   31.4    34 21.3 -106 45.3  34848.
 19 34 06 112123.    6.31   -31.8   30.4    34 21.3 -106 46.1  34885.
 19 35 06 112232.    6.28   -29.5   30.0    34 21.2 -106 47.0  34911.
 19 36 06 112232.    6.28   -29.0   30.0    34 21.2 -106 47.9  34922.
 19 37 06 112196.    6.29   -30.6   29.5    34 21.1 -106 48.7  34916.
 19 38 06 112123.    6.31   -32.7   29.5    34 21.0 -106 49.6  34895.
 19 39 06 112087.    6.32   -32.3   29.5    34 21.0 -106 50.6  34876.
 19 40 06 112160.    6.30   -32.0   29.5    34 21.0 -106 51.5  34898.
 19 41 06 112269.    6.27   -32.4   29.1    34 21.0 -106 52.4  34932.
 19 42 06 112269.    6.27   -31.9   29.5    34 21.0 -106 53.3  34938.
 19 43 06 112196.    6.29   -31.8   29.1    34 21.0 -106 54.3  34907.
 19 44 06 112087.    6.32   -32.3   29.1    34 21.0 -106 55.2  34874.
 19 45 06 112051.    6.33   -32.1   29.1    34 21.0 -106 56.1  34863.
 19 46 06 112087.    6.32   -32.1   28.6    34 21.0 -106 57.1  34870.
 19 47 06 112087.    6.32   -32.2   28.6    34 21.0 -106 58.0  34871.
 19 48 06 112051.    6.33   -32.0   28.6    34 21.0 -106 58.9  34854.
 19 49 07 112015.    6.34   -32.0   28.6    34 21.0 -106 59.9  34845.
 19 50 07 112015.    6.34   -32.0   28.6    34 21.0 -107 00.9  34852.
 19 51 07 112015.    6.34   -32.2   28.2    34 21.0 -107 01.8  34845.
 19 52 07 111907.    6.37   -32.0   27.8    34 21.0 -107 02.8  34819.
 19 53 07 111835.    6.39   -31.5   27.8    34 21.0 -107 03.7  34791.
 19 54 07 111871.    6.38   -31.5   27.8    34 21.1 -107 04.7  34793.
 19 55 07 111907.    6.37   -31.6   27.8    34 21.1 -107 05.7  34810.
 19 56 07 111835.    6.39   -31.8   27.3    34 21.1 -107 06.6  34802.
 19 57 07 111728.    6.42   -31.3   27.8    34 21.1 -107 07.6  34771.
 19 58 07 111657.    6.44   -31.1   27.8    34 21.2 -107 08.5  34743.
 19 59 07 111693.    6.43   -30.7   27.8    34 21.2 -107 09.5  34755.
 20 00 07 111800.    6.40   -31.2   28.2    34 21.3 -107 10.4  34784.
 20 01 07 111800.    6.40   -32.1   28.6    34 21.3 -107 11.4  34792.
 20 02 07 111728.    6.42   -32.2   28.6    34 21.3 -107 12.4  34765.
 20 03 07 111622.    6.45   -27.1   29.5    34 21.4 -107 13.3  34729.
 20 04 07 111586.    6.46   -25.3   30.4    34 21.5 -107 14.3  34720.
 20 05 07 111657.    6.44   -20.9   31.4    34 21.5 -107 15.3  34741.
 20 06 07 111728.    6.42   -17.6   32.3    34 21.6 -107 16.2  34763.
 20 07 07 111728.    6.42   -18.8   32.3    34 21.6 -107 17.2  34766.
 20 08 07 111622.    6.45   -17.2   32.3    34 21.7 -107 18.2  34735.
 20 09 07 111551.    6.47   -16.1   32.4    34 21.8 -107 19.2  34711.
 20 10 07 111586.    6.46   -20.2   32.3    34 21.9 -107 20.3  34724.
 20 11 08 111693.    6.43   -18.1   32.3    34 22.0 -107 21.3  34751.
 20 12 08 111693.    6.43   -27.4   31.9    34 22.1 -107 22.3  34752.
 20 13 08 111516.    6.48   -30.2   31.9    34 22.2 -107 23.4  34703.
 20 14 08 111305.    6.54   -30.1   31.4    34 22.3 -107 24.4  34640.
 20 15 08 111236.    6.56   -28.9   31.4    34 22.5 -107 25.5  34614.
 20 16 08 111271.    6.55   -30.8   30.5    34 22.6 -107 26.6  34625.
 20 17 08 111340.    6.53   -31.1   30.4    34 22.7 -107 27.7  34642.
 20 18 08 111305.    6.54   -31.2   30.0    34 22.8 -107 28.7  34636.
 20 19 08 111236.    6.56   -31.2   29.5    34 23.0 -107 29.8  34615.
 20 20 08 111166.    6.58   -31.1   29.5    34 23.1 -107 30.9  34591.
 20 21 08 111097.    6.60   -31.0   29.5    34 23.3 -107 32.0  34570.
 20 22 08 111028.    6.62   -30.8   29.1    34 23.4 -107 33.1  34549.
 20 23 08 111028.    6.62   -30.8   29.1    34 23.6 -107 34.2  34552.
 20 24 08 111028.    6.62   -30.9   28.6    34 23.7 -107 35.4  34549.
 20 25 08 110925.    6.65   -30.9   28.2    34 23.8 -107 36.5  34520.
 20 26 08 110788.    6.69   -31.0   27.8    34 24.0 -107 37.6  34477.
 20 27 08 110686.    6.72   -30.8   26.9    34 24.2 -107 38.8  34436.
 20 28 08 110585.    6.75   -30.6   26.1    34 24.3 -107 40.0  34420.
 20 29 08 110619.    6.74   -30.7   25.7    34 24.5 -107 41.1  34424.
 20 30 08 110585.    6.75   -30.9   25.3    34 24.7 -107 42.3  34418.
 20 31 08 110417.    6.80   -31.3   24.5    34 24.9 -107 43.5  34371.
 20 32 08 110317.    6.83   -31.2   23.3    34 25.1 -107 44.6  34332.
 20 33 08 110350.    6.82   -31.3   22.9    34 25.3 -107 45.8  34340.
 20 34 09 110383.    6.81   -31.4   22.2    34 25.5 -107 47.0  34358.
 20 35 09 110383.    6.81   -31.5   21.8    34 25.7 -107 48.1  34357.
 20 36 09 110350.    6.82   -31.6   21.5    34 25.9 -107 49.3  34343.
 20 37 09 110350.    6.82   -31.6   21.5    34 26.0 -107 50.4  34334.
 20 38 09 110383.    6.81   -31.7   21.5    34 26.2 -107 51.5  34352.
 20 39 09 110350.    6.82   -32.0   21.5    34 26.3 -107 52.7  34349.
 20 40 09 110317.    6.83   -32.0   21.8    34 26.5 -107 53.8  34330.
 20 41 10 110283.    6.84   -32.1   21.8    34 26.6 -107 54.9  34318.
 20 42 10 110283.    6.84   -32.2   22.2    34 26.7 -107 56.0  34323.
 20 43 11 110250.    6.85   -32.0   22.9    34 26.9 -107 57.1  34307.
 20 44 11 110118.    6.89   -31.8   22.6    34 27.0 -107 58.3  34264.
 20 45 11 110019.    6.92   -31.7   22.2    34 27.1 -107 59.4  34237.
 20 46 11 110085.    6.90   -31.9   22.2    34 27.3 -108 00.5  34261.
 20 47 11 110184.    6.87   -32.4   21.8    34 27.4 -108 01.6  34285.
 20 48 11 110052.    6.91   -32.4   21.8    34 27.4 -108 02.7  34252.
 20 49 11 109888.    6.96   -31.9   21.5    34 27.5 -108 03.8  34190.
 20 50 11 109823.    6.98   -31.7   21.5    34 27.6 -108 04.9  34171.
 20 51 11 109888.    6.96   -31.8   21.5    34 27.6 -108 05.9  34200.
 20 52 11 109953.    6.94   -32.0   21.1    34 27.7 -108 07.0  34222.
 20 53 11 109823.    6.98   -31.8   20.4    34 27.7 -108 08.1  34193.
 20 54 11 109693.    7.02   -31.5   20.1    34 27.8 -108 09.1  34155.
 20 55 45 109758.    7.00   -31.6   19.7    34 27.8 -108 10.2  34148.
 20 57 27 109855.    6.97   -32.1   19.0    34 27.8 -108 10.2  34148.
 20 58 28 109758.    7.00   -28.1   19.0    34 27.9 -108 13.6  34168.
 20 59 28 109661.    7.03   -25.7   18.7    34 27.9 -108 14.7  34139.
 21 00 28 109661.    7.03   -26.2   18.7    34 27.8 -108 15.7  34135.
 21 01 28 109693.    7.02   -27.8   19.0    34 27.8 -108 16.8  34145.
 21 02 28 109693.    7.02   -26.4   18.7    34 27.8 -108 17.8  34142.
 21 03 28 109661.    7.03   -24.4   18.7    34 27.8 -108 18.9  34134.
 21 04 28 109661.    7.03   -24.0   18.7    34 27.8 -108 20.0  34122.
 21 05 28 109661.    7.03   -24.1   18.7    34 27.8 -108 21.0  34124.
 21 06 28 109596.    7.05   -24.7   18.7    34 27.8 -108 22.1  34120.
 21 07 28 109532.    7.07   -24.5   17.7    34 27.7 -108 23.2  34104.
 21 08 28 109532.    7.07   -24.6   17.4    34 27.7 -108 24.2  34095.
 21 09 29 109532.    7.07   -24.7   17.1    34 27.7 -108 25.3  34091.
 21 10 30 109500.    7.08   -25.2   16.8    34 27.7 -108 26.3  34082.
 21 11 30 109404.    7.11   -23.5   16.5    34 27.7 -108 27.3  34059.
 21 12 31 109340.    7.13   -23.6   16.2    34 27.7 -108 28.4  34037.
 21 13 31 109340.    7.13   -23.9   16.2    34 27.7 -108 29.4  34033.
 21 14 32 109340.    7.13   -24.2   15.9    34 27.7 -108 30.5  34038.
 21 15 32 109340.    7.13   -23.1   15.6    34 27.7 -108 31.5  34031.
 21 16 32 109276.    7.15   -22.2   15.6    34 27.7 -108 32.5  34017.
 21 17 33 109213.    7.17   -26.7   15.2    34 27.7 -108 33.5  33999.
 21 18 33 109213.    7.17   -27.0   15.6    34 27.7 -108 34.5  33994.
 21 19 33 109245.    7.16   -27.5   15.9    34 27.7 -108 35.5  34007.
 21 20 33 109276.    7.15   -26.4   15.9    34 27.7 -108 36.5  34015.
 21 21 33 109245.    7.16   -25.2   15.9    34 27.7 -108 37.5  34004.
 21 22 33 109181.    7.18   -24.2   16.2    34 27.7 -108 38.4  33982.
 21 23 33 109118.    7.20   -25.9   15.9    34 27.6 -108 39.4  33967.
 21 24 33 109118.    7.20   -26.8   15.9    34 27.6 -108 40.4  33966.
 21 25 33 109118.    7.20   -24.9   16.2    34 27.6 -108 41.4  33972.
 21 26 34 109118.    7.20   -21.5   16.2    34 27.6 -108 42.4  33973.
 21 27 34 109056.    7.22   -23.3   16.2    34 27.6 -108 43.3  33948.
 21 28 34 108993.    7.24   -25.5   16.5    34 27.6 -108 44.3  33924.
 21 29 34 108930.    7.26   -26.7   17.1    34 27.6 -108 45.2  33908.
 21 30 34 108868.    7.28   -26.7   17.7    34 27.6 -108 46.2  33891.
 21 31 34 108806.    7.30   -26.9   18.7    34 27.6 -108 47.1  33878.
 21 32 34 108868.    7.28   -27.0   18.7    34 27.6 -108 48.1  33883.
 21 33 34 108868.    7.28   -27.3   19.0    34 27.6 -108 49.0  33893.
 21 34 34 108806.    7.30   -27.4   19.0    34 27.6 -108 49.9  33880.
 21 35 34 108713.    7.33   -27.1   19.0    34 27.6 -108 50.8  33846.
 21 53 50 108044.    7.55   -31.5   16.5    34 28.5 -109 05.4  33636.
 21 54 50 108044.    7.55   -31.9   16.2    34 28.6 -109 06.9  33645.
 21 55 51 108074.    7.54   -32.0   16.2    34 28.7 -109 07.7  33645.
 21 57 10 108044.    7.55   -31.9   15.6    34 28.8 -109 08.5  33638.
 21 58 10 108014.    7.56   -31.8   15.2    34 28.9 -109 09.5  33626.
 21 59 10 107954.    7.58   -31.8   14.9    34 29.0 -109 10.3  33618.
 22 00 10 107954.    7.58   -31.8   15.0    34 29.1 -109 11.1  33607.
 22 01 10 107895.    7.60   -31.7   15.0    34 29.2 -109 11.9  33594.
 22 02 10 107895.    7.60   -31.6   14.7    34 29.3 -109 12.6  33594.
 22 03 10 107925.    7.59   -31.7   14.7    34 29.4 -109 13.4  33598.
 22 04 10 107925.    7.59   -31.8   14.7    34 29.4 -109 14.2  33607.
 22 05 10 107925.    7.59   -31.9   14.4    34 29.5 -109 15.0  33604.
 22 06 11 107925.    7.59   -31.8   14.4    34 29.6 -109 15.8  33591.
 22 07 11 107925.    7.59   -31.8   14.4    34 29.6 -109 16.5  33592.
 22 08 11 107954.    7.58   -31.9   14.1    34 29.7 -109 17.3  33602.
 22 09 11 107954.    7.58   -32.0   13.8    34 29.8 -109 18.1  33603.
 22 10 12 107925.    7.59   -31.9   15.0    34 29.8 -109 18.8  33598.
 22 11 12 107954.    7.58   -26.5   18.7    34 29.9 -109 19.6  33598.
 22 12 12 107984.    7.57   -20.6   21.9    34 29.9 -109 20.4  33613.
 22 13 12 108014.    7.56   -31.7   25.3    34 30.0 -109 21.1  33632.
 22 14 12 108044.    7.55   -32.1   26.1    34 30.0 -109 21.9  33630.
 22 15 12 108014.    7.56   -32.1   24.9    34 30.0 -109 22.7  33620.
 22 16 12 107954.    7.58   -32.0   23.0    34 30.1 -109 23.5  33609.
 22 17 12 107984.    7.57   -32.0   21.5    34 30.1 -109 24.3  33610.
 22 18 13 108014.    7.56   -32.1   19.4    34 30.1 -109 25.1  33618.
 22 19 13 107984.    7.57   -32.0   18.1    34 30.1 -109 25.9  33618.
 22 20 13 107984.    7.57   -31.9   16.8    34 30.1 -109 26.7  33610.
 22 21 13 107954.    7.58   -31.8   16.2    34 30.2 -109 27.5  33610.
 22 22 13 108044.    7.55   -31.9   15.2    34 30.2 -109 28.2  33628.
 22 23 13 108104.    7.53   -32.1   14.7    34 30.2 -109 29.0  33650.
 22 24 13 108104.    7.53   -32.0   14.1    34 30.2 -109 29.8  33652.
 22 25 13 108044.    7.55   -31.7   13.8    34 30.2 -109 30.5  33635.
 22 26 13 108014.    7.56   -31.2   13.8    34 30.2 -109 31.3  33626.
 22 27 13 108074.    7.54   -31.1   13.2    34 30.2 -109 32.1  33640.
 22 28 13 108134.    7.52   -31.4   13.2    34 30.3 -109 32.8  33667.
 22 29 13 108194.    7.50   -31.6   12.9    34 30.3 -109 33.6  33682.
 22 30 14 108194.    7.50   -31.6   12.9    34 30.3 -109 34.4  33684.
 22 31 14 108194.    7.50   -31.5   12.7    34 30.3 -109 35.1  33687.
 22 32 14 108285.    7.47   -31.4   12.7    34 30.3 -109 35.9  33702.
 22 33 14 108315.    7.46   -31.8   12.4    34 30.3 -109 36.7  33716.
 22 34 14 108315.    7.46   -31.9   12.1    34 30.3 -109 37.5  33721.
 22 35 14 108345.    7.45   -32.0   12.1    34 30.3 -109 38.3  33724.
 22 36 14 108406.    7.43   -32.0   12.1    34 30.4 -109 39.1  33739.
 22 37 14 108467.    7.41   -31.8   11.8    34 30.4 -109 39.9  33759.
 22 38 15 108498.    7.40   -32.0   11.8    34 30.4 -109 40.7  33767.
 22 39 15 108467.    7.41   -32.1   11.6    34 30.5 -109 41.6  33758.
 22 40 15 108406.    7.43   -31.6   11.6    34 30.5 -109 42.4  33745.
 22 41 15 108406.    7.43   -31.2   11.6    34 30.5 -109 43.2  33742.
 22 42 15 108406.    7.43   -31.0   11.3    34 30.5 -109 44.0  33741.
 22 43 15 108345.    7.45   -31.0   11.1    34 30.6 -109 44.8  33729.
 22 44 15 108315.    7.46   -31.0   11.0    34 30.6 -109 45.7  33715.
 22 45 15 108315.    7.46   -31.0   11.1    34 30.6 -109 46.5  33716.
 22 46 15 108345.    7.45   -30.8   11.0    34 30.6 -109 47.3  33722.
 22 47 15 108345.    7.45   -30.8   10.8    34 30.6 -109 48.1  33723.
 22 48 16 108315.    7.46   -31.2   10.8    34 30.6 -109 48.9  33715.
 22 49 16 108315.    7.46   -31.2   10.8    34 30.5 -109 49.7  33715.
 22 50 16 108345.    7.45   -31.2   10.8    34 30.5 -109 50.5  33732.
 22 51 16 108437.    7.42   -31.5   10.8    34 30.5 -109 51.4  33758.
 22 52 16 108498.    7.40   -31.6   11.1    34 30.5 -109 52.2  33770.
 22 53 16 108467.    7.41   -31.5   12.1    34 30.4 -109 53.0  33769.
 22 54 16 108498.    7.40   -31.5   14.7    34 30.4 -109 53.8  33767.
 22 55 16 108528.    7.39   -31.5   17.4    34 30.4 -109 54.7  33782.
 22 56 16 108559.    7.38   -31.6   20.1    34 30.3 -109 55.5  33796.
 22 57 17 108559.    7.38   -31.6   22.2    34 30.3 -109 56.3  33789.
 22 58 17 108498.    7.40   -31.5   23.7    34 30.3 -109 57.1  33783.
 22 59 17 108559.    7.38   -31.4   24.9    34 30.3 -109 58.0  33796.
 23 00 17 108620.    7.36   -31.6   26.1    34 30.3 -109 58.8  33818.
 23 01 17 108620.    7.36   -29.7   26.5    34 30.2 -109 59.6  33818.
 23 02 17 108590.    7.37   -28.9   27.4    34 30.2 -110 00.4  33808.
 23 03 17 108590.    7.37   -26.3   27.8    34 30.2 -110 01.3  33809.
 23 04 17 108682.    7.34   -27.1   26.9    34 30.2 -110 02.1  33837.
 23 05 17 108744.    7.32   -29.1   24.9    34 30.2 -110 03.0  33871.
 23 06 17 108744.    7.32   -29.6   22.2    34 30.2 -110 03.8  33872.
 23 07 18 108682.    7.34   -28.3   20.1    34 30.3 -110 04.6  33853.
 23 08 18 108651.    7.35   -27.1   17.7    34 30.3 -110 05.5  33839.
 23 09 18 108682.    7.34   -28.6   16.2    34 30.3 -110 06.3  33853.
 23 10 18 108775.    7.31   -26.7   15.0    34 30.3 -110 07.1  33878.
 23 11 18 108775.    7.31   -29.7   13.2    34 30.3 -110 08.0  33884.
 23 12 18 108713.    7.33   -29.4   12.4    34 30.3 -110 08.8  33863.
 23 13 18 108682.    7.34   -28.5   11.6    34 30.3 -110 09.6  33849.
 23 14 18 108713.    7.33   -26.0   11.0    34 30.3 -110 10.4  33862.
 23 15 18 108775.    7.31   -25.8   10.5    34 30.3 -110 11.2  33884.
 23 16 18 108775.    7.31   -25.1   10.0    34 30.3 -110 12.1  33888.
 23 17 18 108744.    7.32   -25.5    9.5    34 30.3 -110 13.0  33871.
 23 18 18 108744.    7.32   -25.0    8.7    34 30.2 -110 13.7  33869.
 23 19 18 108775.    7.31   -25.1    8.5    34 30.2 -110 14.6  33885.
 23 20 18 108806.    7.30   -23.6    8.5    34 30.2 -110 15.4  33894.
 23 21 18 108775.    7.31   -22.1    8.0    34 30.2 -110 16.3  33885.
 23 22 18 108806.    7.30   -22.2    7.8    34 30.2 -110 17.2  33886.
 23 23 18 108899.    7.27   -23.3    7.6    34 30.2 -110 18.0  33914.
 23 24 18 108962.    7.25   -22.8    7.3    34 30.2 -110 18.9  33937.
 23 25 18 108930.    7.26   -22.9    7.1    34 30.2 -110 19.8  33928.
 23 26 18 108806.    7.30   -22.5    6.6    34 30.2 -110 20.7  33894.
 23 27 18 108806.    7.30   -22.2    6.6    34 30.2 -110 21.5  33885.
 23 28 18 108930.    7.26   -23.5    7.1    34 30.3 -110 22.4  33922.
 23 29 18 109056.    7.22   -20.2    7.1    34 30.3 -110 23.3  33966.
 23 30 19 109056.    7.22   -23.1    7.1    34 30.3 -110 24.2  33974.
 23 31 19 108962.    7.25   -21.9    6.8    34 30.4 -110 25.1  33942.
 23 32 19 108899.    7.27   -24.8    7.1    34 30.4 -110 26.0  33913.
 23 33 19 108962.    7.25   -26.2    7.3    34 30.4 -110 26.9  33929.
 23 34 19 109087.    7.21   -25.2    7.3    34 30.4 -110 27.7  33973.
 23 35 20 109181.    7.18   -22.7    7.1    34 30.4 -110 28.7  33997.
 23 36 21 109056.    7.22   -21.3    6.6    34 30.5 -110 29.6  33965.
 23 37 21 108930.    7.26   -24.2    6.1    34 30.5 -110 30.6  33924.
 23 38 22 108930.    7.26   -23.7    5.9    34 30.5 -110 31.5  33924.
 23 39 22 109056.    7.22   -22.1    5.9    34 30.5 -110 32.4  33964.
 23 40 22 109087.    7.21   -22.1    5.7    34 30.6 -110 33.4  33980.
 23 41 24 109024.    7.23   -22.1    5.3    34 30.6 -110 34.4  33957.
 23 42 24 108962.    7.25   -22.3    4.8    34 30.6 -110 35.3  33936.
 23 43 24 109024.    7.23   -21.6    4.6    34 30.7 -110 36.3  33951.
 23 44 24 109118.    7.20   -23.2    4.4    34 30.7 -110 37.2  33985.
 23 45 24 109181.    7.18   -23.6    4.2    34 30.7 -110 38.2  33991.
 23 46 24 109087.    7.21   -28.0    4.0    34 30.7 -110 39.2  33966.
 23 47 24 109024.    7.23   -22.2    4.0    34 30.8 -110 40.1  33955.
 23 48 24 109056.    7.22   -24.7    3.5    34 30.8 -110 41.1  33969.
 23 49 24 109181.    7.18   -28.3    3.3    34 30.8 -110 42.0  33998.
 23 50 25 109245.    7.16   -21.4    3.1    34 30.9 -110 43.0  34018.
 23 51 25 109213.    7.17   -28.5    2.9    34 30.9 -110 43.9  34016.
 23 52 25 109213.    7.17   -22.5    2.5    34 30.9 -110 44.9  34012.
 23 53 25 109213.    7.17   -28.5    2.5    34 30.9 -110 45.9  34010.
 23 54 25 109181.    7.18   -22.5    2.3    34 31.0 -110 46.9  34000.
 23 55 25 109181.    7.18   -28.1    2.3    34 31.0 -110 47.9  33990.
 23 56 26 109181.    7.18   -23.0    2.3    34 31.1 -110 48.9  33992.
 23 57 26 109245.    7.16   -30.4    2.3    34 31.1 -110 49.9  34019.
 23 58 26 109340.    7.13   -30.9    2.3    34 31.2 -110 50.9  34042.
 23 59 26 109340.    7.13   -31.1    2.3    34 31.2 -110 51.9  34050.
 00 00 27 109276.    7.15   -30.4    2.3    34 31.3 -110 52.9  34040.
 00 01 27 109340.    7.13   -31.0    1.9    34 31.4 -110 53.9  34040.
 00 02 27 109340.    7.13   -30.8    1.9    34 31.4 -110 54.9  34045.
 00 03 27 109340.    7.13   -31.1    1.7    34 31.5 -110 55.9  34042.
 00 04 27 109308.    7.14   -31.0    1.5    34 31.5 -110 56.9  34035.
 00 05 27 109340.    7.13   -31.1    1.5    34 31.6 -110 57.9  34035.
 00 06 27 109340.    7.13   -31.1    1.3    34 31.6 -110 58.9  34040.
 00 07 28 109308.    7.14   -31.1    1.1    34 31.6 -110 59.9  34034.
 00 08 28 109276.    7.15   -31.0    1.1    34 31.7 -111 00.9  34024.
 00 09 28 109308.    7.14   -31.0    0.9    34 31.7 -111 01.9  34028.
 00 10 28 109340.    7.13   -31.1    0.7    34 31.7 -111 02.8  34034.
 00 11 28 109308.    7.14   -31.1    0.3    34 31.7 -111 03.8  34030.
 00 12 29 109276.    7.15   -31.1    0.3    34 31.7 -111 04.8  34023.
 00 13 29 109340.    7.13   -31.1    0.2    34 31.7 -111 05.8  34033.
 00 14 29 109372.    7.12   -29.3    0.2    34 31.7 -111 06.8  34052.
 00 15 29 109372.    7.12   -29.0   -0.0    34 31.7 -111 07.8  34052.
 00 16 29 109340.    7.13   -29.8   -0.4    34 31.7 -111 08.7  34040.
 00 17 29 109308.    7.14   -28.6   -0.8    34 31.8 -111 09.7  34027.
 00 18 29 109340.    7.13   -28.3   -1.1    34 31.8 -111 10.7  34037.
 00 19 29 109404.    7.11   -28.2   -1.1    34 31.8 -111 11.6  34056.
 00 20 29 109404.    7.11   -28.3   -1.3    34 31.8 -111 12.6  34065.
 00 21 29 109404.    7.11   -28.3   -1.5    34 31.9 -111 13.6  34059.
 00 22 29 109372.    7.12   -28.1   -1.5    34 31.9 -111 14.5  34048.
 00 23 29 109372.    7.12   -27.9   -1.5    34 31.9 -111 15.5  34048.
 00 24 29 109372.    7.12   -27.6   -1.5    34 31.9 -111 16.4  34055.
 00 25 29 109372.    7.12   -27.5   -1.9    34 31.9 -111 17.4  34058.
 00 26 29 109372.    7.12   -28.5   -2.2    34 32.0 -111 18.3  34054.
 00 27 30 109404.    7.11   -29.7   -2.4    34 32.0 -111 19.3  34053.
 00 28 30 109436.    7.10   -30.4   -2.6    34 32.0 -111 20.2  34069.
 00 29 30 109500.    7.08   -30.9   -2.6    34 32.0 -111 21.2  34078.
 00 30 31 109500.    7.08   -31.1   -2.7    34 32.1 -111 22.2  34082.
 00 31 32 109500.    7.08   -31.2   -2.7    34 32.1 -111 23.2  34073.
 00 32 32 109532.    7.07   -31.2   -2.7    34 32.1 -111 24.1  34076.
 00 33 32 109532.    7.07   -31.3   -2.6    34 32.0 -111 25.1  34087.
 00 34 32 109564.    7.06   -31.4   -2.2    34 32.0 -111 26.1  34100.
 00 35 33 109564.    7.06   -31.5   -2.2    34 32.0 -111 27.0  34104.
 00 36 33 109564.    7.06   -31.6   -1.9    34 32.1 -111 28.0  34097.
 00 37 33 109532.    7.07   -31.5   -1.7    34 32.1 -111 28.9  34087.
 00 38 33 109532.    7.07   -31.4   -1.3    34 32.1 -111 29.9  34086.
 00 39 33 109564.    7.06   -31.4   -0.8    34 32.1 -111 30.8  34105.
 00 40 33 109628.    7.04   -31.3   -0.2    34 32.1 -111 31.8  34122.
 00 41 33 109628.    7.04   -31.0    0.2    34 32.2 -111 32.8  34123.
 00 42 34 109596.    7.05   -30.8    0.9    34 32.2 -111 33.7  34114.
 00 43 34 109596.    7.05   -30.1    1.5    34 32.2 -111 34.7  34115.
 00 44 34 109693.    7.02   -29.9    2.5    34 32.2 -111 35.7  34137.
 00 45 34 109725.    7.01   -29.7    3.1    34 32.2 -111 36.6  34158.
 00 46 36 109725.    7.01   -29.7    4.0    34 32.2 -111 37.6  34157.
 00 47 36 109661.    7.03   -29.6    4.4    34 32.2 -111 38.5  34140.
 00 48 36 109628.    7.04   -29.4    5.0    34 32.2 -111 39.5  34126.
