#Contains the coordinates of the QUAD 'Faint arm survey'
# as shown in the talk by Tom Culverhouse:
#http://planck.ipac.caltech.edu/ForegroundsConference/presentationsForWEB/18_tomCulverhouse.pdf

111.991321389  -28.4840425532
113.036674132  -30.5585106383
114.608342665  -32.6329787234
116.180011198  -34.7074468085
118.067469205  -36.7819148936
119.849384099  -38.9361702128
121.947088466  -41.0904255319
124.150615901  -43.085106383
126.458846585  -45.2393617021
129.188409854  -47.3138297872
132.233762598  -49.3882978723
134.544512878  -50.8244680851
136.750279955  -52.1808510638
139.692329227  -53.6968085106
142.63493841  -55.0531914894
145.998600224  -56.4095744681
150.098824188  -57.8457446809
155.041433371  -59.2021276596
157.881019037  -59.920212766
165.775475924  -60
174.091265398  -60
179.985722284  -60.079787234
185.249160134  -60
187.98600224  -60
184.727883539  -58.5638297872
179.996080627  -57.1276595745
175.895856663  -55.6914893617
172.426651736  -54.414893617
168.013157895  -52.2606382979
164.335946249  -50.2659574468
161.814669653  -48.829787234
158.979843225  -46.7553191489
156.355823068  -44.6010638298
153.941769317  -42.6063829787
151.844344905  -40.3723404255
149.851343785  -38.3776595745
147.85862262  -36.3031914894
145.971444569  -34.1489361702
144.504759239  -32.1542553191
143.038633819  -30
141.885778275  -28.5638297872
134.41237402  -28.4840425532
125.886058231  -28.4840425532
117.359742441  -28.4840425532
113.465005599  -28.4840425532
111.780795073  -28.4840425532
